year,meanBonus,meanHourly,medianBonus,medianHourly,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale
2023,14.8,4.9,11.8,5,11.1,-4.2,NULL,NULL,79.8,80.4,40.5,25.1
2023,57.6,14.2,9.1,3.8,NULL,NULL,-10.2,-10.2,80.4,78.8,17.1,15.1
2023,NULL,14.3,NULL,10.1,21.4,18.4,11.1,12,NULL,NULL,NULL,NULL
2023,13.4,20.9,33.6,11.5,0,0,-71.8,-68.4,87.2,83.8,87.2,75.6
2023,32.9,11.4,14.1,13.9,0,0,0,0,87,100,0,0
2022,NULL,9.1,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,-29.92,9.91,-34.63,4.5,40.62,0,NULL,NULL,0.7,0.7193,NULL,NULL
2023,28,19,0,12,NULL,NULL,NULL,NULL,97,96,NULL,NULL
2022,27,28,0,19,NULL,NULL,NULL,NULL,98,94,NULL,NULL
2023,5.78,8.21,-70.94,9.55,NULL,NULL,NULL,NULL,8.18,20.28,1.89,2.76
2023,16.39,11.09,5.26,2.53,NULL,NULL,NULL,NULL,5,95,NULL,NULL
2023,100,10.85,100,5.87,0,NULL,0,NULL,0,8.46,43.59,19.34
2023,21.08,10.23,18.34,0,NULL,NULL,NULL,NULL,19.87,25.99,NULL,NULL
2023,27.4,9.1,34.3,12.8,19.8,19.4,NULL,NULL,95,97,99,98
2023,-30.5,-6.9,-42.5,-13.2,NULL,NULL,NULL,NULL,85.3,92.1,NULL,NULL
2023,38.37,2.04,2.9,6.99,NULL,NULL,NULL,NULL,82,74,NULL,NULL
2023,0.1,6.7,14.2,12.9,-47.2,-50,19.1,-32.4,96,97,92,93
2023,NULL,-14.88,NULL,-15.01,-41.14,-36.23,1.86,1.76,NULL,NULL,NULL,NULL
2023,NULL,8.01,NULL,6.58,-4,1.2,0,0,NULL,NULL,NULL,NULL
2023,39.42,14.29,0,1.95,-6.04,-5.87,-1.86,-1.78,97,95,75,72
2023,100,5.9,100,6.1,53.9,55,NULL,NULL,0,2.4,10.1,10.2
2022,25.8,13.9,29.6,8.6,38.5,39.1,NULL,NULL,2.8,6.5,7.8,9.7
2023,NULL,3.15,NULL,4.53,-8.27,-6.82,4.98,5.89,NULL,NULL,NULL,NULL
2023,NULL,3.6,NULL,1.7,-29.7,-6.2,NULL,NULL,NULL,NULL,3.4,2.7
2023,52.63,8.29,39.04,1.13,12.3,0.72,NULL,NULL,5.45,3.63,2.97,2.35
2023,NULL,5.4,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,-38,27,63,42,NULL,NULL,NULL,NULL,85,76,5,9
2023,30.5,22.6,26.1,25.9,-3.5,-0.6,38.6,46.8,38.5,62.9,5.6,15.5
2022,-55.9,-3.6,14.6,11.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,-13.4,7.7,28.9,19.7,NULL,NULL,NULL,NULL,75,81,77,77
2022,60,29,58,40,-7.4,6.8,-10.6,-8.3,82,80,89,89
2023,58.8,29.2,55.1,39.7,13.3,26.4,7.2,19.5,85.9,83.8,89.9,89.4
2023,-2,0,25,1,NULL,NULL,NULL,NULL,40,60,NULL,NULL
2022,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,-12.5,4.1,-38.4,4.8,3.16,-2.7,NULL,NULL,4.8,6.6,NULL,NULL
2022,27.7,3.4,19.6,1.1,0.4,0,NULL,NULL,3.6,6,NULL,NULL
2023,32.3,3.8,-1.1,-0.1,-50.4,-17.1,0.1,0,71,59.2,100,100
2023,22.4,18.9,-200,5.9,1.8,0.1,NULL,NULL,0.2,0.8,0.7,4.5
2023,NULL,8,NULL,8.5,20.8,38.2,5.1,10.2,NULL,NULL,NULL,NULL
2023,22,10,0,3,2,1,5,7,27,33,9,13
2023,9.48,6.85,21.24,0.72,5.55,0.32,NULL,NULL,6.33,8.02,1.06,1.07
2023,-23.57,3.38,1.68,0.65,2.37,2.14,NULL,NULL,8.81,14.17,1.32,0
2023,66.84,9.7,63.24,-7.13,6.22,-34.01,8.26,-29.14,4.37,9.05,0.03,0.68
2023,-70.3,-8.3,-64.31,-11.4,NULL,NULL,NULL,NULL,91.5,88.6,8.5,21.5
